bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
2.0,4.0,Eden Prairie,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7938ef9d6ed32734fa1f278428bbc7e5-p_e.jpg,False,True,False,False,True,False,False,44.878574,{'is_FSBA': True},2606.0,-93.50203,acres,0.5700000000000001,450000.0,,450000.0,,2878,False,MN,6880 Boyd Ave,406800.0,113912000,450400,55346,1744003
2.0,3.0,Eden Prairie,USA,USD,1723100400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d369c6feb6152b497db10b1ddca0aaad-p_e.jpg,False,True,False,False,False,False,False,44.83789,{'is_FSBA': True},2573.0,-93.468185,acres,0.47000000000000003,459900.0,-15000,459900.0,,2716,False,MN,9155 W Staring Ln,453900.0,17392038000,459900,55347,1899180
3.0,3.0,Eden Prairie,USA,USD,1738396800000,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/b8dc55368fd6e2b460935f442b3e888f-p_e.jpg,False,True,False,False,False,False,False,44.862312,{'is_FSBA': True},2890.0,-93.4986,sqft,7405.2,459900.0,-10000,459900.0,"$10,000 (Feb 1)",,False,MN,7899 Bailey Dr,480400.0,15919034000,,55347,1765980
2.0,4.0,Eden Prairie,USA,USD,1731571200000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cbae04fe1b0e9dafe2119a33ab5f35f6-p_e.jpg,False,True,False,False,False,False,False,44.89027,{'is_FSBA': True},2288.0,-93.47773,acres,0.37,497500.0,-16400,497500.0,"$16,400 (Nov 14)",2751,False,MN,15803 N Eden Dr,372000.0,12761236000,498900,55346,1721999
2.0,2.0,Eden Prairie,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/8cf695ae8db63157710a0dd5489a5025-p_e.jpg,False,True,False,False,False,False,False,44.870644,{'is_FSBA': True},2290.0,-93.46511,acres,0.27999999999999997,450000.0,,450000.0,,,False,MN,7386 Howard Ln,458800.0,5618423000,,55346,1775530
4.0,3.0,Eden Prairie,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/ba43b559e58f40cfd0a55033eca21cfd-p_e.jpg,False,True,False,False,False,False,False,44.82159,{'is_FSBA': True},2426.0,-93.47136,sqft,3484.8,450000.0,,450000.0,,,False,MN,10016 Liatris Ln,409000.0,2078039000,,55347,88836476
