city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zipcode,zpid
Boulder,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/4569addb79c752b0f7e5a8bde1524cc6-p_e.jpg,False,True,False,False,False,False,False,40.06076,{'is_FSBA': True},-105.30146,acres,1.1238,500000.0,500000.0,2432,False,CO,100 Ridge Dr,219390.0,18635169000,80304,109686209
