bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,shouldHighlight,state,streetAddress,timeOnZillow,zipcode,zpid
3.0,3.0,Minneapolis,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/db824dd0d97fbd308ae58ebbc1709432-p_e.jpg,False,True,False,False,False,False,False,44.824512,{'is_FSBA': True},4344.0,-93.318375,acres,0.31,454900.0,454900.0,False,MN,9904 Xerxes Curv S,596348000,55431,443834457
