bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,openHouse,open_house_info,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,videoCount,zestimate,zipcode,zpid
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fcdeb361c4d14c434508dd6dbb1f62fa-p_e.jpg,False,True,False,False,False,False,False,33.675804,{'is_FSBA': True},1540.0,-112.08997,sqft,7376.0,,,450000.0,,450000.0,,,False,AZ,1437 W Ross Ave,371200.0,1597224000,,,,85027,7966534
3.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7367118c67daedb8e791f0e55e4bb697-p_e.jpg,False,True,False,False,False,False,False,33.373646,{'is_FSBA': True},1980.0,-112.06191,sqft,6599.0,,,499000.0,,499000.0,,,False,AZ,852 E Gary Ln,417500.0,139189000,,,,85042,124110812
3.0,4.0,Phoenix,USA,USD,1737792000000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c6044b01a08282c3f7c23effda4fb4b7-p_e.jpg,False,True,False,False,False,False,False,33.500877,{'is_FSBA': True},2509.0,-112.29721,sqft,7200.0,,,450000.0,-20000,450000.0,"$20,000 (Jan 25)",,False,AZ,11116 W Campbell Ave,370600.0,18523853000,,,,85037,71619215
2.0,4.0,Glendale,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1b0afecb38610ce589aadfde26a25a8b-p_e.jpg,False,True,False,False,False,False,False,33.655956,{'is_FSBA': True},1866.0,-112.16767,sqft,6494.0,,,465000.0,,465000.0,,,False,AZ,4938 W Julie Dr,364200.0,23536000,,,,85308,7939658
1.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9ed33946353059fae653fce13c9ee326-p_e.jpg,False,True,False,False,False,False,False,33.489048,"{'is_FSBA': True, 'is_openHouse': True}",1144.0,-112.08446,sqft,7092.0,Sun. 12-2pm,"{'open_house_showing': [{'open_house_end': 1739138400000, 'open_house_start': 1739131200000}]}",500000.0,,500000.0,,,False,AZ,811 W Whitton Ave,369700.0,99075000,,,,85013,7516721
2.0,2.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/343ebc6b2a0a74b9ae07c1a6279cd852-p_e.jpg,False,True,False,False,False,False,False,33.61934,{'is_FSBA': True},1169.0,-111.99809,sqft,6602.0,,,499000.0,,499000.0,,,False,AZ,3820 E Acoma Dr,376800.0,178251000,,,,85032,8013493
2.0,3.0,Laveen,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/10055942738a760993668591546e393c-p_e.jpg,False,True,False,False,False,False,False,33.36987,{'is_FSBA': True},1890.0,-112.1744,sqft,7920.0,,,465000.0,,465000.0,,,False,AZ,5330 W Coles Rd,408100.0,1072366000,,,,85339,71621654
2.0,3.0,Phoenix,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2299dc2f0b3ad337cf8caac6f3ce3e5c-p_e.jpg,False,True,False,False,False,False,False,33.50542,{'is_FSBA': True},1781.0,-112.09853,sqft,7079.0,,,489000.0,,489000.0,,,False,AZ,1820 W Coolidge St,390800.0,139189000,,,,85015,7772379
3.0,4.0,Phoenix,USA,USD,1738742400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b84522c1aeb1007577d89dcfd1d1dfd1-p_e.jpg,False,True,False,False,False,False,False,33.459873,{'is_FSBA': True},1766.0,-112.049164,sqft,6280.0,,,500000.0,-49999,500000.0,"$49,999 (Feb 5)",,False,AZ,1514 E Diamond St,469500.0,15852981000,,,,85006,7530639
2.0,3.0,Glendale,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5d795b539af7665ce5a78876883ae092-p_e.jpg,False,True,False,False,False,False,False,33.601574,{'is_FSBA': True},1936.0,-112.15725,sqft,9437.0,,,450000.0,,450000.0,,,False,AZ,4531 W Aster Dr,371600.0,299664000,,,,85304,7955215
