bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
2.0,3.0,Broomfield,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/27f74b0c71db63ce96754edb8597dfa7-p_e.jpg,False,True,False,False,False,False,False,39.92882,{'is_FSBA': True},1320.0,-105.10788,sqft,8712.0,499990.0,,499990.0,,,False,CO,3272 W 10th Ave Pl,492370.0,481032000,,80020,60236835
2.0,2.0,Broomfield,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ae2580b06a3f71b9a514c3dc05344dd7-p_e.jpg,False,True,False,False,False,False,False,39.936947,{'is_FSBA': True},2056.0,-105.07438,sqft,5793.0,478000.0,,478000.0,,2579,False,CO,57 Scott Drive S,600860.0,202142000,471700,80020,60235367
2.0,4.0,Broomfield,USA,USD,1739174400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1f31b956be2c118502b4f4a74652e67c-p_e.jpg,False,True,False,False,False,False,False,39.93567,{'is_FSBA': True},1588.0,-105.02221,sqft,8568.0,485896.0,-1,485896.0,$1 (Feb 10),,False,CO,2873 W 132nd Ave,503790.0,16494238000,,80020,60229105
2.0,4.0,Broomfield,USA,USD,1738137600000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b3a1a24edfcf04ea0d0560507a8c9e81-p_e.jpg,False,True,False,False,False,False,False,39.93952,{'is_FSBA': True},2284.0,-105.02684,sqft,7754.0,489700.0,-700,489700.0,$700 (Jan 29),2951,False,CO,13430 Green Circle,450000.0,52586793000,,80020,249256943
