bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,group_type,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,newConstructionType,openHouse,open_house_info,price,priceChange,priceForHDP,priceReduction,priceSuffix,providerListingID,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,zestimate,zipcode,zpid
3.0,3.0,Brighton,USA,USD,,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b6209f3d5ff52f32aafb31204a323e6e-p_e.jpg,False,True,False,False,False,False,False,39.992,{'is_FSBA': True},3195.0,-104.76642,sqft,6050.0,,,,490000.0,,490000.0,,,,2773,False,CO,4261 Threshing Drive,561000.0,164265000,,489600,80601,68568242
4.0,4.0,Brighton,USA,USD,,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/68ac4b5b098942d95cfebef2980e3495-p_e.jpg,False,True,False,False,False,False,False,39.96915,"{'is_FSBA': True, 'is_openHouse': True}",1877.0,-104.833595,sqft,4356.0,,Sat. 8am-7pm,"{'open_house_showing': [{'open_house_end': 1739070000000, 'open_house_start': 1739030400000}, {'open_house_end': 1739156400000, 'open_house_start': 1739116800000}, {'open_house_end': 1739242800000, 'open_house_start': 1739203200000}, {'open_house_end': 1739329200000, 'open_house_start': 1739289600000}, {'open_house_end': 1739415600000, 'open_house_start': 1739376000000}, {'open_house_end': 1739502000000, 'open_house_start': 1739462400000}, {'open_house_end': 1739674800000, 'open_house_start': 1739635200000}]}",485000.0,,485000.0,,,,,False,CO,1090 Quail Circle,462000.0,885282000,,,80601,12945333
3.0,4.0,Brighton,USA,USD,1738224000000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1b24a671b3f7ac867a7fad0bfb2b2ff0-p_e.jpg,False,True,False,False,False,False,False,39.97303,{'is_FSBA': True},1833.0,-104.79029,sqft,5936.0,,,,475000.0,-5000,475000.0,"$5,000 (Jan 30)",,,,False,CO,2672 Cherry Cir,468000.0,8367366000,,,80601,12942317
2.0,3.0,Brighton,USA,USD,1738742400000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1fddc3f43c75c9ae4306665217d383ae-p_e.jpg,False,True,False,True,False,False,False,39.996876,{'is_newHome': True},1619.0,-104.73127,sqft,5153.0,BUILDER_SPEC,,,479990.0,-20000,479990.0,"$20,000 (Feb 5)",,29640983,,False,CO,6050 Hourglass Drive,61110.0,2271195000,,480000,80601,442902965
2.0,3.0,Brighton,USA,USD,1737705600000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/026db7ef7e15d4d91816fb5bf951a483-p_e.jpg,False,True,False,False,True,False,False,39.985905,{'is_FSBA': True},1502.0,-104.760414,sqft,3484.8,,,,465500.0,-4499,465500.0,"$4,499 (Jan 24)",,,,False,CO,4552 Crestone Peak Street,467000.0,2582911000,,,80601,67151353
3.0,3.0,Brighton,USA,USD,,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5def12ab4de0995c51766754ba88804f-p_e.jpg,False,True,False,False,False,False,False,39.992653,{'is_FSBA': True},2205.0,-104.766785,sqft,7586.0,,,,490000.0,,490000.0,,,,2841,False,CO,303 Tumbleweed Drive,501000.0,4843769000,,489500,80601,61505304
2.0,3.0,Brighton,USA,USD,1739001600000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/46a54c744dc728eaa7004084f3b6e626-p_e.jpg,False,True,False,False,False,False,False,39.985065,{'is_FSBA': True},1872.0,-104.8086,sqft,8276.4,,,,479900.0,20000,479900.0,,,,2363,False,CO,101 S 11th Avenue,373000.0,10047314000,,480000,80601,12943069
4.0,4.0,Brighton,USA,USD,1737792000000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9e36a2953269fb82ef355b50db85081c-p_e.jpg,False,True,False,False,False,False,False,39.986473,{'is_FSBA': True},2100.0,-104.7591,sqft,3829.0,,,,472900.0,-7000,472900.0,"$7,000 (Jan 25)",,,2911,False,CO,4635 Crestone Peak Street,499000.0,10999011000,,473200,80601,103005772
3.0,3.0,Brighton,USA,USD,1737964800000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f0690643b5eeb372b9d3a4eb2f987d45-p_e.jpg,False,True,False,False,False,False,False,39.98136,{'is_FSBA': True},1736.0,-104.74805,sqft,6030.0,,,,464900.0,-10000,464900.0,"$10,000 (Jan 27)",,,2478,False,CO,5268 Nighthawk Parkway,479000.0,19557427000,,465100,80601,12943942
3.0,3.0,Brighton,USA,USD,1738310400000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bda857a7a298d0ae2e3dd771bc8c773b-p_e.jpg,False,True,False,False,False,False,False,39.992535,{'is_FSBA': True},2202.0,-104.76445,sqft,6325.0,,,,500000.0,5000,500000.0,,,,2803,False,CO,4384 Threshing Drive,489000.0,3013130000,,500000,80601,61505347
3.0,2.0,Brighton,USA,USD,1737446400000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5b79e0a132f882012ada9d44b354ac87-p_e.jpg,False,True,False,False,False,False,False,39.986267,{'is_FSBA': True},1620.0,-104.749794,sqft,5662.8,,,,450000.0,-8000,450000.0,"$8,000 (Jan 21)",,,2460,False,CO,33 Gaviota Avenue,479000.0,10535109000,,450300,80601,58289064
2.0,3.0,Brighton,USA,USD,1738828800000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a2afcec1b007483d5c26d68821e7be9a-p_e.jpg,False,True,False,False,False,False,False,39.98032,{'is_FSBA': True},1825.0,-104.75129,sqft,6355.0,,,,475000.0,5100,475000.0,,,,,False,CO,470 Grey Swallow Street,480000.0,189458000,,,80601,12943988
3.0,4.0,Brighton,USA,USD,1738828800000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/62c24b080e9e4ae485b630843874a415-p_e.jpg,False,True,False,True,False,False,False,39.957214,{'is_newHome': True},1803.0,-104.80818,,,BUILDER_SPEC,,,498990.0,13991,498990.0,,,30214447,2934,False,CO,2121 Barnwood Dr,53602.0,192475000,# 6LF0SW,499200,80601,351155265
3.0,3.0,Henderson,USA,USD,1738137600000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2c2406f64df3550bf3a09dafc8e964ce-p_e.jpg,False,True,False,False,False,False,False,39.91258,{'is_FSBA': True},1860.0,-104.8357,sqft,2700.0,,,,468000.0,-7000,468000.0,"$7,000 (Jan 29)",,,2900,False,CO,5108 Buckwheat Rd,497000.0,2530152000,,468100,80640,337808723
2.0,5.0,Brighton,USA,USD,,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8bca2a89eecdf7daed829667e2d4a0f0-p_e.jpg,False,True,False,False,False,False,False,39.98825,{'is_FSBA': True},2000.0,-104.805695,sqft,7200.0,,,,478000.0,,478000.0,,,,2657,False,CO,79 N 13th Avenue,392000.0,1473203000,,478500,80601,12940055
3.0,3.0,Brighton,USA,USD,1737360000000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3a7387f4570dd5747e799a190ce237d2-p_e.jpg,False,True,False,False,False,False,False,39.986305,{'is_FSBA': True},2542.0,-104.75786,sqft,3829.0,,,,485000.0,-10000,485000.0,"$10,000 (Jan 20)",,,,False,CO,4715 Crestone Peak Street,543000.0,2613814000,,,80601,103008932
3.0,3.0,Brighton,USA,USD,,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c8feac781d2f68f84c590e7e2803ce44-p_e.jpg,False,True,False,False,False,False,False,39.955395,"{'is_newHome': True, 'is_openHouse': True}",1672.0,-104.80193,sqft,2460.0,BUILDER_SPEC,Sat. 11am-4pm,"{'open_house_showing': [{'open_house_end': 1739059200000, 'open_house_start': 1739041200000}, {'open_house_end': 1739145600000, 'open_house_start': 1739127600000}]}",482000.0,,482000.0,,,,,False,CO,2192 Farmlore Drive,53602.0,368321000,,,80601,442906205
2.0,3.0,Brighton,USA,USD,1738051200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9844bf90fa1a71f1988f1b1b6d23d120-p_e.jpg,False,True,False,True,False,False,False,39.990986,{'is_newHome': True},1366.0,-104.754,sqft,5500.0,BUILDER_SPEC,,,474900.0,-96000,474900.0,"$96,000 (Jan 28)",,28841314,,False,CO,4847 Astor Place,60814.0,1303085000,,,80601,442364866
3.0,3.0,Brighton,USA,USD,1733385600000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1e7f56ff3e7740b776daaaae01086ca7-p_e.jpg,False,True,False,True,False,False,False,39.95565,"{'is_newHome': True, 'is_openHouse': True}",1672.0,-104.80186,sqft,2460.0,BUILDER_SPEC,Sat. 11am-4pm,"{'open_house_showing': [{'open_house_end': 1739059200000, 'open_house_start': 1739041200000}, {'open_house_end': 1739145600000, 'open_house_start': 1739127600000}]}",479000.0,-10000,479000.0,"$10,000 (Dec 5)",,30499782,,False,CO,2174 Farmlore Drive,,8557812000,,479000,80601,438822347
3.0,3.0,Henderson,USA,USD,1735804800000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5cfe95cbdc6dc2035d2c7fc667ac0de2-p_e.jpg,False,True,False,False,False,False,False,39.91146,{'is_FSBA': True},1976.0,-104.8336,sqft,2700.0,,,,475000.0,5000,475000.0,,,,,False,CO,765 Tarragon Road,509000.0,10632929000,,,80640,337808946
1.0,2.0,Brighton,USA,USD,1737619200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0ebb18890c5dc3ea4731f94ea92e33ce-p_e.jpg,False,True,False,False,False,False,False,39.994354,"{'is_FSBA': True, 'is_openHouse': True}",2105.0,-104.74695,sqft,10454.0,,Sat. 8am-7pm,"{'open_house_showing': [{'open_house_end': 1739070000000, 'open_house_start': 1739030400000}, {'open_house_end': 1739156400000, 'open_house_start': 1739116800000}, {'open_house_end': 1739242800000, 'open_house_start': 1739203200000}, {'open_house_end': 1739329200000, 'open_house_start': 1739289600000}, {'open_house_end': 1739415600000, 'open_house_start': 1739376000000}, {'open_house_end': 1739502000000, 'open_house_start': 1739462400000}, {'open_house_end': 1739674800000, 'open_house_start': 1739635200000}]}",451000.0,-10000,451000.0,"$10,000 (Jan 23)",,,,False,CO,5242 Longs Peak Street,470000.0,2186901000,,,80601,102996205
3.0,3.0,Brighton,USA,USD,1738051200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/351670e900a36ce0dba71a31ea2be38c-p_e.jpg,False,True,False,False,False,False,False,39.99811,{'is_FSBA': True},1816.0,-104.73664,sqft,5663.0,,,,497000.0,-11000,497000.0,"$11,000 (Jan 28)",,,,False,CO,877 Twining Ave,526000.0,7932881000,,,80601,334259286
3.0,4.0,Brighton,USA,USD,1738656000000,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fea6b9da66415e1f2b0ad100f3df6f39-p_e.jpg,False,True,False,True,False,False,False,39.957214,{'is_newHome': True},1803.0,-104.80818,,,BUILDER_PLAN,,,474999.0,1000,474999.0,,+,30214447,3050,False,CO,"Aurora Plan, Farmlore",,850345000,# 3CV3DK,475200,80601,351155289
2.0,3.0,Brighton,USA,USD,1738742400000,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8138aceae5f7bf60bbdb5bfcb9eb6706-p_e.jpg,False,True,False,True,False,False,False,40.0001,{'is_newHome': True},1619.0,-104.733116,,,BUILDER_PLAN,,,479990.0,-20000,479990.0,"$20,000 (Feb 5)",+,29640983,2934,False,CO,"Primrose Plan, Ridgeline Vista: The Flora Collection",,3903919000,# LD04OL,,80601,2054405119
2.0,3.0,Brighton,USA,USD,,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2f6e9c0e445377157ef48f5b9b253ed6-p_e.jpg,False,True,False,True,False,False,False,39.990665,"{'is_newHome': True, 'is_openHouse': True}",1366.0,-104.75329,sqft,5500.0,BUILDER_SPEC,Sat. 1-4pm,"{'open_house_showing': [{'open_house_end': 1739059200000, 'open_house_start': 1739048400000}, {'open_house_end': 1739145600000, 'open_house_start': 1739134800000}]}",499900.0,,499900.0,,,28841314,,False,CO,224 Kino Court,60814.0,1303085000,,,80601,441202755
3.0,4.0,Brighton,USA,USD,1738656000000,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7b8d910394095f2c445a27ddb40a5212-p_e.jpg,False,True,False,True,False,False,False,39.957214,{'is_newHome': True},1951.0,-104.80818,,,BUILDER_PLAN,,,479999.0,1000,479999.0,,+,30214447,3138,False,CO,"Stella Plan, Farmlore",,5277032000,# 2XHDE1,480200,80601,351155305
2.0,3.0,Brighton,USA,USD,1735372800000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d894a9cf72059d9e19b840fc7ccc6aa0-p_e.jpg,False,True,False,True,False,False,False,39.99089,{'is_newHome': True},1366.0,-104.75467,sqft,5500.0,BUILDER_SPEC,,,499900.0,-28000,499900.0,"$28,000 (Dec 28)",,28841314,,False,CO,4799 Astor Place,,5637306000,,,80601,443150530
2.0,2.0,Brighton,USA,USD,1736323200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b59c7da1a4742494a5eecda29d0fabda-p_e.jpg,False,True,False,True,False,False,False,39.995777,{'is_newHome': True},966.0,-104.7367,sqft,6644.0,BUILDER_SPEC,,,452900.0,5000,452900.0,,,29737226,2172,False,CO,709 Twining Avenue,204000.0,34147146000,,,80601,334259390
3.0,3.0,Brighton,USA,USD,1738569600000,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d0ba4a8eb213a2b5025737d55c40e77d-p_e.jpg,False,True,False,True,False,False,False,39.954475,{'is_newHome': True},1804.0,-104.788086,,,BUILDER_PLAN,,,483950.0,3000,483950.0,,+,30210973,,False,CO,"Madrid Plan, Parkway at Prairie Center Village",,1034212000,# CGJE3N,484100,80601,440011216
3.0,2.0,Brighton,USA,USD,1738569600000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3b77e3a1d65e9eed4a1c111f9b88bcbf-p_e.jpg,False,True,False,True,False,False,False,39.95416,{'is_newHome': True},1552.0,-104.78854,sqft,3200.0,BUILDER_SPEC,,,483850.0,3000,483850.0,,,30210973,,False,CO,2787 Optimista Place,,6819904000,,,80601,439495172
2.0,3.0,Brighton,USA,USD,1736323200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/16f64d957f61bcdac198887f6312aa5c-p_e.jpg,False,True,False,True,False,False,False,39.9966,{'is_newHome': True},1293.0,-104.73612,sqft,6534.0,BUILDER_SPEC,,,495900.0,5000,495900.0,,,29737226,2874,False,CO,770 Twining Avenue,103604.0,22480523000,,495800,80601,334259297
2.0,2.0,Brighton,USA,USD,1736323200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f6b2c8f67dc56452a998f7a3271ab957-p_e.jpg,False,True,False,True,False,False,False,39.995327,{'is_newHome': True},966.0,-104.73581,sqft,8276.4,BUILDER_SPEC,,,452900.0,5000,452900.0,,,29737226,2170,False,CO,5863 Sawdust Drive,103604.0,29224057000,,,80601,334259253
3.0,3.0,Brighton,USA,USD,1738656000000,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9de218369baf196cf0cf1af1de1c3767-p_e.jpg,False,True,False,True,False,False,False,39.957214,{'is_newHome': True},1606.0,-104.80818,,,BUILDER_PLAN,,,454999.0,1000,454999.0,,+,30214447,2849,False,CO,"Celeste Plan, Farmlore",,5635464000,# UB8DX6,455200,80601,351155279
2.0,2.0,Brighton,USA,USD,1736323200000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7ba9e191552339c8296c6f8294afde04-p_e.jpg,False,True,False,True,False,False,False,39.995613,{'is_newHome': True},966.0,-104.73536,sqft,6969.6,BUILDER_SPEC,,,452900.0,5000,452900.0,,,29737226,2171,False,CO,5913 Sawdust Drive,103604.0,29224916000,,,80601,334259476
2.0,2.0,Brighton,USA,USD,1738569600000,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/559a92cb83a5daa730fced295e8fe3ca-p_e.jpg,False,True,False,True,False,False,False,39.953735,{'is_newHome': True},1336.0,-104.78941,sqft,3280.0,BUILDER_SPEC,,,473300.0,3000,473300.0,,,30210973,,False,CO,2277 Serenidad Street,81457.0,4870794000,,,80601,442906518
3.0,3.0,Brighton,USA,USD,1732694400000,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/54d14afec9fcc9888d62cc83d7b848f7-p_e.jpg,False,True,False,True,False,False,False,39.95625,{'is_newHome': True},1935.0,-104.80163,,,BUILDER_PLAN,,,450990.0,-10000,450990.0,"$10,000 (Nov 27)",+,30499782,,False,CO,"Plan 1935 Plan, Farmlore Villas",,1222395000,# 6HPH44,451200,80601,439961641
