bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,newConstructionType,openHouse,open_house_info,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
3.0,3.0,Saint Paul,USA,USD,1739347200000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a92e8f13b746e5e6c310e492c4bed102-p_e.jpg,False,True,False,False,False,False,False,44.932697,"{'is_FSBA': True, 'is_openHouse': True}",2610.0,-93.168396,sqft,5227.2,,Sat. 2:30-4:30pm,"{'open_house_showing': [{'open_house_end': 1739665800000, 'open_house_start': 1739658600000}]}",450000.0,-25000,450000.0,"$25,000 (Feb 12)",2594,False,MN,1611 Stanford Ave,373600.0,3086706000,447300,55105,2061390
2.0,3.0,Saint Paul,USA,USD,1738742400000,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6797025d0455c903493668f258da4ef4-p_e.jpg,False,True,False,False,False,False,False,44.940285,{'is_FSBA': True},3520.0,-93.13985,sqft,6098.4,,,,490000.0,1200,490000.0,,2186,False,MN,941 Grand Ave,538200.0,6779485000,485000,55105,2035788
2.0,4.0,Saint Paul,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/394e53ee82fd5a2db30526536ff1d60e-p_e.jpg,False,True,False,False,False,False,False,44.94941,{'is_comingSoon': True},3358.0,-93.06186,sqft,9147.6,,,,480000.0,,480000.0,,2493,False,MN,868 Mound St,493700.0,137972000,468700,55106,2149324
3.0,5.0,Saint Paul,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b779df7634b3ccd76162dd098514b0ca-p_e.jpg,False,True,False,False,False,False,False,44.92559,{'is_FSBA': True},3750.0,-93.081154,sqft,8712.0,,,,495000.0,,495000.0,,3226,False,MN,673 Robert St S,488400.0,841442000,493100,55107,2057662
3.0,4.0,Saint Paul,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5e49c274e026b8083ad28296c8e5831d-p_e.jpg,False,True,False,False,False,False,False,44.988503,{'is_FSBA': True},3104.0,-93.134636,sqft,9147.6,,,,469000.0,,469000.0,,2514,False,MN,827 Hoyt Ave W,281200.0,683044000,465600,55117,2114844
3.0,5.0,Saint Paul,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/19daaf0b5dbdf8c645a1202b85ea78c6-p_e.jpg,False,True,False,False,False,False,False,44.979004,{'is_newHome': True},2780.0,-93.07279,sqft,8712.0,BUILDER_SPEC,,,475000.0,,475000.0,,3776,False,MN,654 Orange Ave E,270000.0,1677885000,474700,55106,2101603
,,Saint Paul,USA,USD,1739174400000,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/e99a20f97b5135ca5b491502f73c8a12-p_e.jpg,False,True,False,False,False,False,False,44.90875,{'is_FSBA': True},,-93.16406,acres,0.3,,,,499000.0,-76000,499000.0,"$76,000 (Feb 10)",,False,MN,2034 Edgcumbe Rd,,1967694000,,55116,445916861
,,Saint Paul,USA,USD,,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/ac48d41b5c472ac0241680833fb4d253-p_e.jpg,False,True,False,False,False,False,False,44.92633,{'is_FSBA': True},,-93.187775,sqft,8712.0,,,,450000.0,,450000.0,,1506,False,MN,507 Cleveland Ave S,156500.0,2574286000,,55116,2059153
