bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
4.0,4.0,Burnsville,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/989c9c4002e41d12aa617c74a0590057-p_e.jpg,False,True,False,False,False,False,False,44.731583,{'is_FSBA': True},3194.0,-93.30078,acres,0.3,460000.0,460000.0,3037,False,MN,1608 Viewcrest Cir,466900.0,991283000,462100,55306,1614813
