bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,newConstructionType,openHouse,open_house_info,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,zestimate,zipcode,zpid
3.0,2.0,Littleton,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/42849380069997f4f6e81f2562e981ed-p_e.jpg,False,True,False,False,False,False,False,39.562637,{'is_newHome': True},1248.0,-105.01413,sqft,828.0,NEW_CONSTRUCTION_TYPE_OTHER,,,495000.0,,495000.0,,2623,False,CO,2140 Santini Trail  Unit D,487385.0,735388000,# D,492600,80129,337037061
2.0,2.0,Highlands Ranch,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/03e0589c15e1e46bfcdbafffa82136af-p_e.jpg,False,True,False,False,False,False,False,39.552563,{'is_FSBA': True},1387.0,-104.9907,sqft,1176.0,,,,450000.0,,450000.0,,,False,CO,162 Blue Spruce Court,444745.0,735388000,,,80126,13437544
3.0,3.0,Highlands Ranch,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/1d5c39705faece139e5c5987fb633135-p_e.jpg,False,True,False,False,False,False,False,39.55634,{'is_FSBA': True},1849.0,-104.91878,,,,,,500000.0,,500000.0,,2873,False,CO,6412 Silver Mesa Drive  Unit C,521642.0,507603000,Unit C,498700,80130,55812229
2.0,2.0,Littleton,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/9b2eea442eefaacbd7dc7c88f2d26ffa-p_e.jpg,False,True,False,False,False,False,False,39.524414,"{'is_FSBA': True, 'is_openHouse': True}",1509.0,-104.943756,,,,Sun. 11am-2pm,"{'open_house_showing': [{'open_house_end': 1739743200000, 'open_house_start': 1739732400000}]}",490000.0,,490000.0,,,False,CO,3851 Stonebrush Drive  Unit 11b,361608.0,632121000,# 11B,,80126,63846495
3.0,2.0,Highlands Ranch,USA,USD,1738828800000,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/c0ac49abbf40defd76d0487a7db2df94-p_e.jpg,False,True,False,False,False,False,False,39.56481,{'is_FSBA': True},1618.0,-104.94971,sqft,1306.8,,,,470000.0,-6000,470000.0,"$6,000 (Feb 6)",2444,False,CO,8334 Stonybridge Circle,512754.0,12836378000,,469200,80126,61084270
3.0,3.0,Littleton,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/5992720ff92a8ee7c1e0bc31fe47c9e9-p_e.jpg,False,True,False,False,False,False,False,39.555447,{'is_FSBA': True},1849.0,-104.91792,sqft,871.2,,,,499973.0,,499973.0,,,False,CO,6436 Silver Mesa Drive  Unit E,,3042360000,Unit E,,80130,2074917782
