bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
2.0,4.0,Apple Valley,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f78b7693c84d9c6df3c2e431b1bf5bcd-p_e.jpg,True,True,False,False,False,False,False,False,44.72492,{},1474.0,-93.230095,2610.0,,2610.0,,2345,False,MN,900 Whitney Dr,305900.0,1640519000,353900,55124,1586033
2.0,2.0,Apple Valley,USA,USD,1739347200000,21,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b4134d5d96ba40ca78b8d4ba92ff4fc2-p_e.jpg,True,True,False,False,False,False,False,False,44.735123,{},1532.0,-93.17612,2199.0,-50,2199.0,$50 (Feb 12),2080,False,MN,14723 Endicott Way,234500.0,1870064000,262400,55124,1599037
