bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
2.0,2.0,Erie,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2e8aaa91cc551dddde2d7abe4be75342-p_e.jpg,True,True,False,False,False,False,False,False,40.052975,{},1162.0,-105.04784,2595.0,2595.0,2214,False,CO,810 Briggs St,436160.0,56700000,486300,80516,14089990
3.0,3.0,Erie,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a6c28faa7c3602f5b2804b219a1e43e8-p_e.jpg,False,True,False,False,False,False,False,False,40.015926,{},1486.0,-105.09775,2600.0,2600.0,2746,False,CO,3227 Billington Dr,585900.0,114981000,606900,80516,54989093
