bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
2.0,4.0,Littleton,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a46aa1a564b3f8e2c46ad7cfd5ce17f2-p_e.jpg,True,True,False,False,False,False,False,False,39.610596,{},1128.0,-104.98977,2700.0,2700.0,2564,False,CO,108 W Broadmoor Dr,490000.0,758104000,504300,80120,13150986
1.0,2.0,Littleton,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/94a95cfd6cbfaaeb011a1b1b07330d33-p_e.jpg,False,True,False,False,False,False,False,False,39.61981,{},1000.0,-104.9991,2200.0,2200.0,1892,False,CO,5329 S Huron Way,,1018251000,313300,80120,2054010291
3.0,5.0,Littleton,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/aaaec2df3cc78a688a11581ef16cd1d3-p_e.jpg,False,True,False,False,False,False,False,False,39.59748,{},2237.0,-105.00906,2700.0,2700.0,3152,False,CO,6586 S Crocker St,628700.0,128250000,608600,80120,13156362
2.0,3.0,Littleton,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/69b4ac6ba7a426b13236ac3bac6f1426-p_e.jpg,False,True,False,False,False,False,False,False,39.61764,{},1100.0,-105.09679,2300.0,2300.0,2333,False,CO,8765 W Berry Ave,,2389688000,435100,80123,2062351299
