bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
2.0,3.0,Fridley,USA,USD,1737705600000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6b246374d834ad52e78319caf12d981a-p_e.jpg,True,True,False,False,False,False,False,False,45.1181,{},1501.0,-93.28721,2350.0,-45,2350.0,$45 (Jan 24),2287,False,MN,595 Janesville St NE,273300.0,6554330000,311300,55432,1477444
1.0,3.0,Fridley,USA,USD,1738742400000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d3be44a32343a2224df9ec43ad4f1362-p_e.jpg,True,True,False,False,False,False,False,False,45.09065,{},1410.0,-93.23899,1899.0,-21,1899.0,$21 (Feb 5),1991,False,MN,6709 Channel Rd NE,267000.0,512031000,272800,55432,1501377
1.0,3.0,Minneapolis,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5acee51881b8687f13c6285a3014fcb2-p_e.jpg,True,True,False,False,False,False,False,False,45.110928,{},1400.0,-93.27951,1950.0,,1950.0,,,False,MN,7885 Firwood Way NE,,6807482000,261700,55432,442945359
1.0,3.0,Fridley,USA,USD,1738051200000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/29661a65d8370613bdc492d314a93a14-p_e.jpg,True,True,False,False,False,False,False,False,45.051052,{},1128.0,-93.26708,1850.0,-100,1850.0,$100 (Jan 28),1923,False,MN,4532 2nd St NE,270200.0,5639506000,298500,55421,1536784
1.0,3.0,Minneapolis,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c10181b982f9800fb85a77aa7978a306-p_e.jpg,False,True,False,False,False,False,False,False,45.08736,{},970.0,-93.238205,1650.0,,1650.0,,1694,False,MN,6572 Central Ave NE,,1727017000,238800,55432,2070801017
