bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid
1.0,3.0,Louisville,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c10feab39200a75ecf3d3bf4de31cf91-p_e.jpg,True,True,False,False,False,False,False,False,39.985313,{},1100.0,-105.136765,2400.0,2400.0,2413,False,CO,504 Sunset Dr,546000.0,1322048000,553800,80027,13190295
1.0,3.0,Louisville,USA,USD,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/078f1e17a9097c61ccf8247f494daeae-p_e.jpg,False,True,False,False,False,False,False,False,39.970806,{},912.0,-105.14895,2650.0,2650.0,,False,CO,543 W Lois Way,,7248761000,511900,80027,442031350
